epoch,train_loss,val_loss,iou,dice,precision,recall,f1,pixel_acc,learning_rate,t1_sar_gamma,t1_optical_gamma,t1_fused_gamma,t2_sar_gamma,t2_optical_gamma,t2_fused_gamma,t3_sar_gamma,t3_optical_gamma,t3_fused_gamma
67,0.32017436528962756,0.665697215313322,0.5341294833754725,0.619488423911273,0.884909793265022,0.5838221542725148,0.6194880622768832,0.9655009066120962,7.477293342162041e-05,0.1183011382818222,0.0948842242360115,0.12307436764240265,0.10429434478282928,0.0859299898147583,0.10437538474798203,0.12742532789707184,0.1086658164858818,0.12515667080879211
68,0.321025493259113,0.5705521534500497,0.5598889982421472,0.6481189125321614,0.7749242157565261,0.675764065047003,0.6481185253646338,0.970700210399842,7.408768370508579e-05,0.11887988448143005,0.09527325630187988,0.12344073504209518,0.1062694638967514,0.08658870309591293,0.10544359683990479,0.12950946390628815,0.1091274693608284,0.12594281136989594
69,0.31922778188590967,0.5971062034787087,0.5457000969230468,0.6265738939559242,0.8538668085865074,0.6071444195324044,0.6265735285813506,0.9716337396857444,7.339649071302871e-05,0.11916285753250122,0.09634856879711151,0.12444282323122025,0.10750828683376312,0.08710329979658127,0.106736920773983,0.12897586822509766,0.10902758687734604,0.1258213371038437
70,0.31368946550147875,0.6465881358036835,0.5328682317220349,0.6136180540839529,0.880167299861632,0.5751541518269294,0.6136177005196687,0.9691259834203827,7.269952498697738e-05,0.11832989007234573,0.09710413217544556,0.12473554164171219,0.10809849947690964,0.08765863627195358,0.10754954814910889,0.1298670619726181,0.10863053053617477,0.12561367452144623
71,0.3151952105958665,0.7440638563941034,0.4757859459745087,0.5539112459297038,0.9141528767328588,0.5116112155355934,0.5539109322525233,0.9596315876821454,7.199695849279579e-05,0.1190153956413269,0.09786251932382584,0.12441089749336243,0.10668075829744339,0.08882451057434082,0.10862577706575394,0.13065432012081146,0.10780280828475952,0.12586404383182526
72,0.3062950540703559,0.5815543494700046,0.548735211551695,0.6346178809933167,0.8024814335802877,0.6431903044687518,0.6346175012350388,0.9716147090611833,7.128896457825367e-05,0.12053260207176208,0.0983654111623764,0.1256900280714035,0.10683177411556244,0.08788208663463593,0.10818087309598923,0.13107110559940338,0.10781340301036835,0.1263175755739212
73,0.30392116031402516,0.6216891908578659,0.5342548083790244,0.6121166049949104,0.8865031767056923,0.5731068872554338,0.6121162517209687,0.9709938992275281,7.057571793025548e-05,0.12088040262460709,0.09888114780187607,0.12567245960235596,0.10666610300540924,0.0887487530708313,0.10920751094818115,0.13185547292232513,0.10795057564973831,0.1274063140153885
74,0.31909177685526036,0.5924217632312453,0.5456794511545757,0.6301976008380579,0.8555995844319966,0.6106818350726145,0.63019722689613,0.9711092831043715,6.985739453173907e-05,0.12183722108602524,0.09983088821172714,0.1263311803340912,0.1081189215183258,0.08920592069625854,0.109746553003788,0.13183923065662384,0.10714486241340637,0.12709864974021912
75,0.29866566023759783,0.7761765197756585,0.5022452857903171,0.5843940118290409,0.8946219266724078,0.5304294670656785,0.5843936724705848,0.957343626558111,6.913417161825454e-05,0.12311498075723648,0.10027746856212616,0.12759457528591156,0.10875552892684937,0.08982628583908081,0.10987626016139984,0.13182896375656128,0.10790617018938065,0.12743841111660004
76,0.3051742296074591,0.7012849052468043,0.5237583832610055,0.6099007587664198,0.8434695290056926,0.5787455357113364,0.6099003962295226,0.9610657424069522,6.840622763423395e-05,0.12367526441812515,0.1010185182094574,0.12871138751506805,0.10871148854494095,0.09063713252544403,0.11128464341163635,0.1328958421945572,0.10806167125701904,0.12800632417201996
77,0.31110200185018283,0.7179160524954956,0.4790456179077963,0.5613797136873935,0.8879809724065054,0.526837049697449,0.5613793884886065,0.9615077329485604,6.76737421889629e-05,0.12378664314746857,0.10082768648862839,0.12904024124145508,0.10817714780569077,0.09165811538696289,0.11269433051347733,0.1330905705690384,0.10842036455869675,0.1280217170715332
78,0.30755024897821603,0.7036519123429663,0.5150374374533274,0.5957384052333593,0.8843798464465686,0.5405478979062741,0.5957380557877313,0.9631441952137465,6.693689601226463e-05,0.12372397631406784,0.10132735222578049,0.12972548604011536,0.10810355097055435,0.09233485907316208,0.11355888843536377,0.1336023211479187,0.11026611924171448,0.1278638243675232
79,0.30562097339018707,0.8189198449254036,0.45869667379901247,0.5425337397650798,0.9136913010243619,0.4834491085162107,0.5425334117218994,0.9524256674091468,6.619587090990752e-05,0.12397012114524841,0.10134682804346085,0.13036493957042694,0.1085018515586853,0.09226416051387787,0.11328782886266708,0.1334361732006073,0.10961539298295975,0.1278153359889984
